from_json,title,description,Topic Label,Positive/Negative/Neutral
Nov18_Left_post.json,MORNING AFTER THE NIGHT BEFORE,"Voters have sent a message to President Donald Trump that the economy doesn't feel as though its booming — despite what he says. Democrats romped to victory in Tuesday's key races, focusing on issues like the cost of living. Democrats won the governorships of…",N/A,N/A
Nov18_Left_post.json,ECONOMY TOP ISSUE...,"Economic worries were the dominant concern as voters cast ballots for Tuesday’s elections, according to preliminary findings from the AP Voter Poll. The results of the expansive survey of more than 17,000 voters in New Jersey, Virginia, California and New Yor…",N/A,N/A
Nov18_Left_post.json,Zohran Mamdani's win signals morning in America for democratic socialists,Zohran Mamdani’s victory over Andrew Cuomo is also a win for democratic socialism.,Mayoral Election (analysis),Positive
Nov18_Left_post.json,Trump endorses former Gov. Andrew Cuomo for New York City mayor,"The president had already offered tepid support in a CBS News interview aired on Monday, but doubled down just before the general election.",Trump,Negative
Nov18_Left_post.json,What Democrats’ 2025 Election Sweep Means for the Midterms,The off-year 2025 elections produced a national Democratic wave that reversed Republican gains and suggested a solid midterm win by a big-tent party. Republicans will sink or swim with Trump.,N/A,N/A
Nov18_Left_post.json,Ten Days That Shook His Second Term...,"Ten Days That Shook His Second Term... (Second column, 6th story, link) Related stories:MAGA Sharpens Knives for 'Ice Maiden' After President's Miserable Week... Drudge Report Feed needs your support! Become a Patron",N/A,N/A
Nov18_Left_post.json,Trump is on the ballot in these seven races,Several key races around the country will give an indication of President Donald Trump's continuing influence on politics.,N/A,N/A
Nov18_Left_post.json,The Solution to Chuck Schumer,"Ross Barkan writes that Chuck Schumer, the increasingly hated Senate Democratic leader isn’t going anywhere, at least not yet. Here’s what could happen, though.",N/A,N/A
Nov18_Left_post.json,Trump wasn’t on the ballot on Tuesday — but still took a major loss,Trump and Republicans lost to Democrats in the 2025 elections in the New Jersey and Virginia governor's races and in the New York City mayoral race.,Trump,N/A
Nov18_Left_post.json,Republicans look for lessons in an election dominated by Democratic wins,"No one thought Tuesday was going to be Donald Trump’s election night, but there were even fewer silver linings than many Republicans had hoped.",Trump,N/A
Nov18_Left_post.json,BANNON RIPS MAGA...,Trump’s former White House strategist has a warning for Republicans gloating about Zohran Mamdani’s election.,Trump,Negative
Nov18_Left_post.json,"Trump Lowers Flags, Says Nothing About Dick Cheney’s Death","Trump lowers flags but says nothing about Dick Cheney’s death. The White House hasn’t issued a statement or response on the death of the former VP, who once called Trump the greatest “threat to our Republic.”",N/A,N/A
Nov18_Left_post.json,Gambling Ate Sports Media. Is Politics Next?,"Prediction markets like Kalshi and Polymarket are becoming popular and influential. In the way gambling took over sports media, betting is threatening to influence political coverage too",N/A,N/A
Nov18_Left_post.json,The Democrats Have Undone Trump’s Magic,"In New Jersey, New York and Virginia, Democrats reversed Trump and Republicans’ gains in 2024. Ed Kilgore writes the midterms are starting to look a lot different.",Mayoral Election (coverage),N/A
Nov18_Left_post.json,Zohran Mamdani wins the New York mayoral race,"Zohran Mamdani has won New York’s mayoral race, NBC News projects, after the 34-year-old democratic socialist energized progressives in the city and across the country while generating intense backlash from President Donald Trump and Republicans, as well as s…",Trump,Positive
Nov18_Left_post.json,Trump says Jewish people who support Zohran Mamdani for New York City mayor are 'stupid',"President Donald Trump said Tuesday that any Jewish person who votes for Assemblyman Zohran Mamdani, the Democratic nominee for New York City mayor, is ""stupid.""“Any Jewish person that votes for Zohran Mamdani, a proven and self professed JEW HATER, is a stup…",Mayoral Election (analysis),Negative
Nov18_Left_post.json,Zohran Mamdani takes on governing as the left and right fight to define him,Zohran Mamdani’s rapid rise from outer-borough state assemblyman to shock Democratic mayoral nominee was already one of the biggest political stories in years in New York City,Mayoral Election (analysis),Neutral
Nov18_Left_post.json,Mamdani vows New York will lead opposition to Trump in a fiery speech,"In his first speech as the next mayor of New York, Zohran Mamdani made clear he and his city are coming for President Donald Trump.""If anyone can show a nation betrayed by Donald Trump how to defeat him, it is the city that gave rise to him,"" Mamdani said at …",Trump,Neutral
Nov18_Left_post.json,"Once Again, Republicans Have a Trump Problem",Republicans believe only Trump can turn out his voters in the 2026 midterms. But swing voters don’t like his agenda and may be getting tired of his act.,N/A,N/A
Nov18_Left_post.json,"What If the Shutdown Actually Hurt Republicans, Not Democrats?","Even if they ‘won the shutdown,’ Republicans looked bad doing so. Their win on Obamacare subsidies and Trump’s poor handling of the SNAP cutoff will reinforce a 2026 Democratic affordability message.",N/A,N/A
Nov18_Left_post.json,The Beginning of the End of MAGA,"Ross Barkan writes that last week’s election results show that not only are Democrats strong, but the MAGA movement is nothing without Donald Trump.",Mayoral Election (analysis),Neutral
Nov18_Left_post.json,JD Vance’s analysis of the 2025 elections has one obvious flaw,"Assessing the Democrats' dominant wins in this week's elections, JD Vance saw little more than “a couple of elections in blue states.” That's not what happened.",Mayoral Election (analysis),Neutral
Nov18_Left_post.json,Voters rejected Trump's influence in 7 key races,"President Donald Trump lost big in Tuesday's elections, as voters rejected candidates he endorsed and causes he championed around the country",Trump,Neutral
Nov18_Left_post.json,Everything about Trump's very bad week comes back to the same cause,"Last week, President Donald Trump had what was arguably the worst week of his second term.",N/A,N/A
Nov18_Left_post.json,House Speaker Mike Johnson can’t accept what Democrats’ Tuesday wins really mean,"Democrats won Tuesday in Virginia, New Jersey New York, Pennsylvania and Mississippi and ousted Republicans on a Georgia commission that regulates utilities.",Mayoral Election (analysis),Neutral
Nov18_Left_post.json,Rep. Elise Stefanik launches run for New York governor,"GOP Rep. Elise Stefanik is launching a run for governor in New York, blaming Democratic Gov.",N/A,N/A
Nov18_Left_post.json,Democrats sweep the night's biggest elections: From the Politics Desk,Democrats scored a series of victories across the country Tuesday on the first major Election Day of President Donald Trump’s second term.,Democrat Party Politics,N/A
Nov18_Left_post.json,Pelosi exit opens way for tough fight to replace her...,Former House Speaker Nancy Pelosi’s decision to step aside after nearly four decades in Congress kicks off a wide-open contest to replace her at a time when her home city of San Francisco is roiled in debate about what its future should look like. Pelosi anno…,Mayoral Election (coverage),Neutral
Nov18_Left_post.json,"The Tea, Spilled by Morning Joe: ‘Now the candidates must wait’","This is the Nov. 4 edition of “The Tea, Spilled by Morning Joe” newsletter.",Gossip,N/A
Nov18_Left_post.json,"Democrats expand majority in Virginia House of Delegates, building on statewide wins","Democrats added at least 10 seats in the Virginia House of Delegates, building on the party's wins in the top statewide elections and more broadly across the country, The Associated Press projected",Democrat Party Politics,N/A
Nov18_Left_post.json,"Sen. Tim Kaine defends Schumer, says House Democrats 'should focus on their own leadership'","Sen. Tim Kaine defended Senate Minority Leader Chuck Schumer, urging House Democrats to stick to their chamber rather than focus on the party's Senate leadership.",N/A,N/A
Nov18_Left_post.json,What you need to know ahead of election night: From the Politics Desk,"In today’s election edition, we get you up to speed before polls close tonight in California, New Jersey, New York, Virginia and beyond.",Mayoral Election (analysis),Neutral
Nov18_Left_post.json,"Zohran Mamdani wins NYC mayor's race, capping a stunning ascent","Zohran Mamdani has been elected mayor of New York City, capping the Democrat’s stunning ascent from little-known state lawmaker just a year ago to one of the most talked-about politicians in the country.",Mayoral Election (coverage),Positive
Nov18_Left_post.json,Three questions for 2026: From the Politics Desk,"Welcome to the online version of From the Politics Desk, a newsletter that brings you the NBC News Politics team’s latest reporting and analysis from the White House, Capitol Hill and the campaign trail",N/A,N/A
Nov18_Left_post.json,"Key takeaways: Trump looms over every race, while Democrats win on the economy",Democratic wins in Tuesday’s elections gave the party a sorely needed burst of momentum ahead of next year’s midterm elections,Trump,Neutral
Nov18_Left_post.json,LEADING JD VANCE AMONG YOUNG MEN...,"Among young male voters, 38 percent would vote for the California governor in 2028 compared to 33 percent for the vice president.",N/A,N/A
Nov18_Left_post.json,"Waiting, Impatiently, for 2028","An extremely early, surely premature analysis of which candidates might win the Democratic presidential primary for the 2028 election.",Mayoral Election (analysis),N/A
Nov18_Left_post.json,Graham Platner says he's no John Fetterman. But he gets the concerns.,"Graham Platner said he understands why some may be comparing him to Sen. John Fetterman, but he told NBC News he's different — and wants to earn voters' trust.",N/A,N/A
Nov18_Left_post.json,Trump touts cost of Walmart's Thanksgiving meal to vindicate his policies — ignoring a key detail,"In the wake of Republicans’ heavy election losses on Tuesday, President Donald Trump has responded to voters’ growing concerns by insisting the economy is actually experiencing a “golden age.”",Trump,N/A
Nov18_Left_post.json,Pelosi exits stage left: From the Politics Desk,"Welcome to the online version of From the Politics Desk, a newsletter that brings you the NBC News Politics team’s latest reporting and analysis from the White House, Capitol Hill and the campaign trail",N/A,N/A
Nov18_Left_post.json,Trump hosts tele-rallies for Virginia and New Jersey candidates on election eve,The president spoke highly of New Jersey gubernatorial candidate Jack Ciattarelli but did not mention Virginia GOP nominee Winsome Earle-Sears by name.,N/A,N/A
Nov18_Left_post.json,James Fishback roils the Florida governor's race with his expected pro-Ron DeSantis bid,"Fishback, an investment firm CEO and political newcomer, is publicly feuding with Trump advisers, and there are questions about his ties to Gov. Ron DeSantis' team.",N/A,N/A
Nov18_Left_post.json,A big election night for Democrats and the Supreme Court’s tariffs showdown: Morning Rundown,What the big race election night results tell us about the future.,Mayoral Election (analysis),Neutral
Nov18_Left_post.json,Election warning signs for the GOP: From the Politics Desk,Steve Kornacki explains why the New Jersey governor election results could have ramifications for the GOP across the country.,N/A,N/A
Nov18_Left_post.json,Democrats dip into the 'manosphere' in search of the key to the young male vote,Democrats were knocked back on their heels in 2024 by the party’s erosion of support among young men.,N/A,N/A
Nov18_Left_post.json,A reality check for Trump's economy and the shutdown threatens to ground flights: Morning Rundown,Polls reveal that voters aren’t buying Trump’s portrayal of the economy.,N/A,N/A
Nov18_Left_post.json,Dick Cheney dies at 84 and the elections storylines to follow: Morning Rundown,"Former Vice President Dick Cheney, a defense hawk and architect of the second Iraq war, dies at 84.",N/A,N/A
Nov18_Left_post.json,Amanpour | CNN,"Zack Polanski, Leader of the Green Party of England and Wales, speaks with Christiane Amanpour about left-wing populism and Zohran Mamdani becoming the next mayor of New York City.",Gossip,Neutral
Nov18_Left_post.json,Jamie Dimon hopes Mamdani calls Detroit mayor for advice | CNN Business,JPMorgan Chase CEO Jamie Dimon has some advice for New York City Mayor-elect Zohran Mamdani: Talk to the man who helped bring Detroit back from the dead.,Gossip,Positive
Nov18_Center_post.json,WATCH: How will Dick Cheney's role in the Iraq war impact his legacy?,ABC News political contributor Mary Jordan shares how former Vice President Dick Cheney’s role as the mastermind behind much of the Bush administration's strategy in Iraq could shape his legacy.,N/A,N/A
Nov18_Center_post.json,WATCH: Aerial footage shows San Francisco swathed in fog,Drone footage shows fog blanketing the San Francisco Bay Area.,N/A,N/A
Nov18_Center_post.json,"WATCH: Democrat Abigail Spanberger will win the VA governor's race, ABC News projects","Spanberger, who has maintained a consistent lead in the polls throughout the race, will be Virginia’s first female governor.",N/A,N/A
Nov18_Center_post.json,WATCH: Abigail Spanberger delivers victory speech in Virginia,"The Democrat is projected to win Virginia's governor race, making her the state's first female governor.",N/A,N/A
Nov18_Center_post.json,WATCH: NJ gubernatorial nominee surprised by son's return from Army on eve of election,"While campaigning at a bar in North Jersey on Monday, New Jersey Republican gubernatorial candidate Jack Ciattarelli was surprised by the return of his son, who is currently stationed in Kuwait.",N/A,N/A
Nov18_Center_post.json,WATCH: Train slams into semi-trailer stuck on tracks in Texas,A train slammed into a semi-trailer truck carrying cars after a driver attempted to maneuver across a level crossing.,N/A,N/A
Nov18_Center_post.json,WATCH: Nancy Pelosi announces her retirement from Congress,ABC News’ Jay O’Brien talks about what Congress would look like after Pelosi leaves office in 2027: “We don't know what will happen now with this seat.”,N/A,N/A
Nov18_Center_post.json,Elections give Dems a roadmap -- but not a ticket -- out of the wilderness: ANALYSIS,Democrats get wins in blue states but the midterm battlefield is more difficult.,Mayoral Election (analysis),N/A
Nov18_Center_post.json,WATCH: Chinese Hongqi bridge collapses months after opening,Video posted to social media shows part of a recently opened bridge collapsing in southwestern China on Tuesday. Authorities said there were no reports of any casualties.,N/A,N/A
Nov18_Center_post.json,WATCH: Concerns about AI after Matthew McConaughey creates digital version of his voice,Oscar-winning actor Matthew McConaughey has teamed up with AI company ElevenLabs to create a digital replica of his voice.,N/A,N/A
Nov18_Center_post.json,WATCH: Train operator appears to fall asleep at controls,"Video appears to show a San Francisco commuter train operator falling asleep at the controls while the train traveled up to 50 mph, throwing passengers back and forth.",N/A,N/A
Nov18_Center_post.json,WATCH: Trump becomes 1st president at a regular-season NFL game since 1978,"President Donald Trump became the first commander-in-chief at a regular-season NFL game since 1978, attending Sunday's Commanders-Lions game in Landover, Maryland.",N/A,N/A
Nov18_Center_post.json,WATCH: Millions of Americans experience first major snowfall of the season,More than 200 million people across multiple U.S. states woke up on Tuesday to an early blast of winter with the first major snowfall of the season.,N/A,N/A
Nov18_Center_post.json,WATCH: Beautiful bioluminescence wows beachgoers in New Zealand,"Beachgoers in Auckland, New Zealand got a evening treat, as they got to frolic in neon-blue waves caused by bioluminescence.",N/A,N/A
Nov18_Center_post.json,WATCH: Airlines begin canceling hundreds of flights due to shutdown-related FAA reductions,The cancellations are the latest -- and perhaps biggest -- disruption to air travel since the government shutdown began more than a month ago.,N/A,N/A
Nov18_Center_post.json,WATCH: New Arizona rep. says she'll sign Epstein files discharge petition,"Rep. Adelita Grijalva, D-Ariz., was officially sworn in to the House on Wednesday, seven weeks after she won a special election.",N/A,N/A
Nov18_Center_post.json,WATCH: US consumer sentiment nears record lows amid government shutdown,ABC News' Elizabeth Schulze reports on weak financial data raising fresh concerns about the economy.,N/A,N/A
Nov18_Center_post.json,WATCH: NJ man believed to be 1st known death from tick bite linked to red meat allergy,"A New Jersey man is believed to be the first documented death from alpha-gal syndrome, a meat allergy triggered by tick bites.",N/A,N/A
Nov18_Center_post.json,WATCH: Jury awards woman $1.75M over husband's alleged affair with TikTok influencer,"Under an unusual state law in North Carolina, known as ""Alienation of Affection,"" the woman was able to sue the influencer for allegedly ruining her marriage.",N/A,N/A
Nov18_Center_post.json,WATCH: Leonardo DiCaprio eulogizes primatologist Jane Goodall,DiCaprio paid tribute to Goodall in a moving eulogy at the late environmentalist's funeral service on Wednesday.,N/A,N/A
Nov18_Center_post.json,WATCH: Former ABC News senior correspondent Jim Avila dies at 69,"Jim Avila, former ABC News senior correspondent and “20/20” correspondent, passed away after a long illness. He was 69 years old.",N/A,N/A
Nov18_Center_post.json,WATCH: Pres. Trump says 'only a foolish person' would be against ending the filibuster,"Pres. Trump continued to pressure Senate Republicans to overturn the filibuster on Friday despite Majority Leader John Thune's insistence that it is ""not happening"" due to a lack of necessary votes.",N/A,N/A
Nov18_Center_post.json,WATCH: Airlines cancel hundreds of flights amid shutdown-related FAA reductions,Major airlines say they are planning to cancel hundreds of flights on Friday as the FAA is set to begin limiting flight capacity at 40 major U.S. airports amid the government shutdown.,N/A,N/A
Nov18_Center_post.json,WATCH: Woman rescues baby shark washed up on Oregon beach,She said the animal swam away after being returned to the sea.,N/A,N/A
Nov18_Center_post.json,WATCH: Typhoon Fung-wong batters Philippines,"The storm hit the Philippines, killing at least four people and displacing more than 1.4 million others.",N/A,N/A
Nov18_Center_post.json,WATCH: Tommy the service dog saves veteran's life,"Hank Ford drove himself to the hospital after being woken up by his dog Tommy -- a move, his doctors say, might have prevented a massive stroke.",N/A,N/A
Nov18_Center_post.json,WATCH: Massive spider web on Greece-Albania border might be world's largest,"Scientists have discovered what might be the largest spider web in the world, found in a cave straddling the border of Greece and Albania.",N/A,N/A
Nov18_Center_post.json,WATCH: AI-generated country song reaches #1 on Billboard chart,"A song created through artificial intelligence has made history by topping a Billboard country music chart, sending shockwaves through the music industry.",N/A,N/A
Nov18_Center_post.json,WATCH: WH press sec. Leavitt: Epstein emails prove Trump 'did nothing wrong',"White House press secretary Karoline Leavitt told reporters on Wednesday that Jeffrey Epstein's emails referring to President Trump as the ""dog that hasn't barked"" prove Trump ""did nothing wrong.""",N/A,N/A
Nov18_Center_post.json,WATCH: Transportation secretary warns Thanksgiving travelers about continued shutdown,"Ahead of the upcoming holiday, Transportation Secretary Sean Duffy predicts ""more disruption"" if the government shutdown continues past this week.",N/A,N/A
Nov18_Center_post.json,WATCH: Funnel cloud of ash forms next to spewing lava in Hawaii,"A swirling ash ""tornado"" formed next to jets of lava on Sunday as Hawaii's Kilauea volcano is once again shooting lava more than 1,000 feet into the air.",N/A,N/A
Nov18_Center_post.json,WATCH: Chinese 'cryptoqueen' jailed for scamming billions,"A Chinese woman found with $6.6 billion in Bitcoin after defrauding more than 128,000 people in China was jailed in the U.K. for over 11 years",N/A,N/A
Nov18_Center_post.json,WATCH: Northern lights dazzle in US skies,"A powerful solar eruption produced aurora in areas as far-flung as New Hampshire, Texas and Colorado.",N/A,N/A
Nov18_Center_post.json,WATCH: At least 6 killed and dozens injured in Russian attacks on Kyiv,"Kyiv endured an intense Russian attack early Friday morning, which killed at least six people and injured dozens more, including a pregnant woman, according to authorities.",N/A,N/A
Nov18_Center_post.json,WATCH: First lady Melania Trump speaks at signing of 'Fostering the Future' executive order,The executive order signed Thursday focused on expanding financial and educational opportunities for young people transitioning out of foster care.,N/A,N/A
Nov18_Center_post.json,WATCH: White House dealing with fallout from newly released Epstein emails,The White House is managing the fallout from Jeffrey Epstein emails on President Trump released by Democrats on the House Committee on Oversight and Government Reform.,N/A,N/A
Nov18_Center_post.json,WATCH: Chihuahua's viral moment hearing Spanish helps him find a home,ABC News' Danny New shares the heartwarming story of how a viral social media clip helped Nacho the chihuahua find his forever home.,N/A,N/A
Nov18_Center_post.json,WATCH: Fish swim among diners in flooded Thai restaurant,A flooded riverside restaurant in Thailand has become an online sensation.,N/A,N/A
Nov18_Center_post.json,WATCH: House Speaker Mike Johnson gives timeline to end shutdown,"Johnson on Monday laid out a timeline for what's next after the Senate advanced a short-term funding bill on Sunday, saying he will call the House back as soon as the Senate passes a funding bill.",N/A,N/A
Nov18_Center_post.json,WATCH: Johnson tells House to begin returning to Washington to start end of shutdown,"House Speaker Mike Johnson spoke Monday morning about next steps in ending the government shutdown, saying he will call the House back as soon as the Senate passes a government funding bill.",N/A,N/A
Nov18_Center_post.json,"WATCH: Suspect with fake limp, neck brace robs Louisiana bank","A suspect with a fake limp carried out a very real bank robbery in broad daylight in Louisiana, police said.",N/A,N/A
Nov18_Center_post.json,WATCH: Trump honors veterans at Arlington National Cemetery,"President Donald Trump delivers remarks at Arlington National Cemetery on Veterans Day, honoring the ""more than 1 million American service members who have made the supreme sacrifice.""",N/A,N/A
Nov18_Center_post.json,"WATCH: Transportation Secretary Sean Duffy on flight reductions, Thanksgiving travel",Duffy said the FAA's decision to increase air traffic reductions to 10% is necessary as air traffic controllers call in sick while not receiving pay during the government shutdown.,N/A,N/A
Nov18_Center_post.json,WATCH: Manhunt for escaped inmate with 'violent tendencies' underway in Louisiana,Police are searching for a man who escaped from a Louisiana jail by allegedly throwing cleaning supplies in an officer's face.,N/A,N/A
Nov18_Center_post.json,Where 2028 presidential hopefuls have traveled 1 year out from the midterms,ABC News has tracked at least 43 visits or planned visits so far in 2025 and 2026 by Democratic presidential hopefuls to key early or battleground states.,N/A,N/A
Nov18_Center_post.json,How each NYC neighborhood voted in the mayoral race,"Zohran Mamdani won every borough except Staten Island, which went for Andrew Cuomo.",Mayoral Election (coverage),Positive
Nov18_Center_post.json,Mamdani wins NYC mayoral election as affordability focus energizes voters,"Zohran Mamdani, a 34-year-old democratic socialist state assemblyman from Queens, will be New York City's 111th mayor.",Mayoral Election (coverage),Positive
Nov18_Center_post.json,Zohran Mamdani won by shaking up NYC politics,"Entering the mayoral race with under 1% support, Zohran Mamdani's prospects of winning initially seemed unlikely. Here are some of the ways he turned the race around.",Mayoral Election (analysis),Positive
Nov18_Center_post.json,"The voters Mamdani added to the Democratic coalition in New York, a CBS News analysis","Zohran Mamdani's mayoral campaign turned out lots of voters who didn't back Kamala Harris last year — they are ethnically diverse, younger and less affluent.",Mayoral Election (analysis),Positive
Nov18_Center_post.json,Watch: Zohran Mamdani gives victory speech after projected New York City mayoral win,CBS News projects that Zohran Mamdani will win the New York City mayoral race. See Mamdani's address to supporters on election night.,Mayoral Election (coverage),Positive
Nov18_Center_post.json,Breaking down the New York City electorate amid Zohran Mamdani's projected win,CBS News projects that Democrat Zohran Mamdani will win the New York City mayoral race. Caitlin Huey-Burns digs into the exit poll data.,Mayoral Election (coverage),Positive
Nov18_Center_post.json,Zohran Mamdani wants to make universal child care a reality in NYC,"NYC Mayor-elect Zohran Mamdani has called on the city to establish free, high-quality child care for children 6 weeks to 5 years old.",Democrat Party Politics,Positive
Nov18_Center_post.json,Mamdani introduces transition team after NYC mayoral victory,"New York City Mayor-elect Zohran Mamdani introduced his transition team while addressing the media in Queens, New York, on Wednesday after his victory against former New York Gov. Andrew Cuomo and Republican candidate Curtis Sliwa.",Democrat Party Politics,Neutral
Nov18_Center_post.json,Here's what Mamdani's win could mean for Democrats nationwide,"A Democratic Socialists of America leader says New York City Mayor-elect Zohran Mamdani offers a ""powerful way forward"" for Democrats — but some moderates worry he'll hand the GOP ""a pretty potent set of weapons"" in next year's midterms.",Mayoral Election (coverage),Positive
Nov18_Center_post.json,Stefanik announces New York governor bid in stark counter to NYC mayor-elect Mandani,"New York Rep. Elise Stefanik, a Republican, announced her bid for New York governor days after Zohran Mamdani, a democratic socialist, won the New York City mayoral race. CBS News' Zak Hudak reports.",Mayoral Election (coverage),Neutral
Nov18_Center_post.json,What to know about NYC mayoral race as voters head to polls,"In the New York mayoral race, self-described Democratic socialist Zohran Mamdani leads former New York Democratic Gov. Andrew Cuomo in the polls. CBS News' Ed O'Keefe reports on the latest in the race.",Mayoral Election (coverage),Positive
Nov18_Center_post.json,How Zohran Mamdani struck a chord with New York City voters,"This time last year, few people outside New York City knew the name of Zohran Mamdani. Now, he is set to be the mayor of the nation's largest city. Lilia Luciano spoke with organizers about how he connected with voters.",Mayoral Election (analysis),Positive
Nov18_Center_post.json,"Zohran Mamdani wins New York City mayoral race, CBS News projects","Democratic socialist Zohran Mamdani has won the New York City mayoral race, CBS News projects. CBS News' Anthony Salvanto, Ed O'Keefe reports, Lilia Luciano and Caitlin Huey-Burns have more.",Mayoral Election (coverage),Positive
Nov18_Center_post.json,New data shows some past Trump voters chose Mamdani over Cuomo and Sliwa for NYC mayor,"Around 60,000 New York City voters who voted for Donald Trump in the past chose Zohran Mamdani for mayor in the latest elections, according to a new analysis by CBS News. Errol Barnett reports.",Trump,Positive
Nov18_Center_post.json,CBS News rates New York City mayoral race as lean Mamdani,"With polls closed in New York City, CBS News rates the mayoral race there as leaning toward Zohran Mamdani. CBS News' Ed O'Keefe and Anthony Salvanto have the latest.",Mayoral Election (coverage),Neutral
Nov18_Center_post.json,"Mamdani tells Trump to ""turn the volume up"" in victory speech as Democrats sweep key races","New York City Mayor-elect Zohran Mamdani adressed President Trump directly during his victory speech on Tuesday night. Meanwhile, Democrats in New Jersey and Virginia swept key races. CBS News' Ed O'Keefe and Nikole Killion have the latest.",Trump,Neutral
Nov18_Center_post.json,"Mamdani's election draws celebration, pride and anger around the world","Mayor-elect Mamdani's win in New York is cheered by his London counterpart and a former mentor in Uganda, but draws a warning from Israel's U.S. ambassador.",Isreal-Palestine Conflict,Positive
Nov18_Center_post.json,Trump weighs in on New York City mayoral race,"In his ""60 Minutes"" interview, President Trump weighed in on the race for mayor of New York City. Mr. Trump has declined to endorse the Republican nominee, Curtis Sliwa, and calls the Democratic Party nominee, Zohran Mamdani, a communist. Ed O'Keefe is coveri…",Trump,Negative
Nov18_Center_post.json,Key races to watch on Election Day,"Voters will head to the polls in New Jersey and Virginia to elect new governors. In New York City, Zohran Mamdani faces off against Andrew Cuomo. Democratic strategist Joel Payne and Republican strategist Terry Sullivan break down what to know about the major…",Mayoral Election (analysis),Neutral
Nov18_Center_post.json,Democrats sweep major races ahead of 2026 midterms,"Democrats won major contests in Tuesday's elections. In New York City's mayoral race, Zohran Mamdani, a democratic socialist, won over former New York Gov. Andrew Cuomo. Democratic Congresswoman Mikie Sherrill was elected New Jersey governor and Abigail Spanb…",Mayoral Election (coverage),Positive
Nov18_Center_post.json,Here's what CBS News exit polls told us about the 2025 elections,"Exit polls in the 2025 races in New Jersey, Virginia, New York City and California showed Trump and the economy were on the minds of voters.",Trump,N/A
Nov18_Center_post.json,"Zohran Mamdani and London's Muslim mayor, Sadiq Khan, have much in common, but also key differences","As a left-leaning Muslim politician, London Mayor Sadiq Khan shares similarities with New York Mayor-elect Zohran Mamdani",Gossip,Positive
Nov18_Center_post.json,Ugandans find inspiration in Mamdani's win and ask if they can do the same,"Zohran Mamdani's victory in the New York mayoral race inspires many in Uganda, though it feels distant",Gossip,Positive
Nov18_Center_post.json,"Badhai!' In India, a celebration for Zohran Mamdani's New York mayoral win and his roots",Indians have lit up social media to celebrate Zohran Mamdani’s election victory as New York City mayor,Mayoral Election (coverage),Positive
Nov18_Center_post.json,Democrat Zohran Mamdani wins New York City mayor’s race,Democrat Zohran Mamdani wins New York City mayor’s race,Mayoral Election (coverage),Positive
Nov18_Center_post.json,"Jack Schlossberg, JFK's grandson, launches NY congressional bid","The only grandson of John F. Kennedy, Jack Schlossberg, is vying to become the latest Kennedy family scion to enter Congress.",N/A,N/A
Nov18_Center_post.json,Zohran Mamdani's rise: From Queens lawmaker to New York City mayor,Zohran Mamdani has stormed onto the national political scene by winning New York City's mayoral election,Mayoral Election (coverage),Positive
Nov18_Center_post.json,Mamdani's historic win as New York City's mayor sparks excitement and hope among many US Muslims,Zohran Mamdani's historic New York City's mayoral race victory has sparked excitement and hope among many American Muslims,Mayoral Election (coverage),Positive
Nov18_Center_post.json,Wanna bet? Online prediction markets wager that you will,"Prediction markets, like Kalshi, which allow people to place wagers on everything from elections and sports to the anticipated bridesmaids at Taylor Swift's wedding, are booming. But this burgeoning business model is coming under scrutiny.",N/A,N/A
Nov18_Center_post.json,Zohran Mamdani vows to 'hit the ground running' on ambitious agenda following historic victory,"Zohran Mamdani said he would begin preparing to deliver on his ambitious affordability agenda, one day after claiming a historic victory in New York City's mayoral race",Democrat Party Politics,Positive
Nov18_Right_post.json,"Exclusive -- EPA Administrator Lee Zeldin: Schumer ‘Didn't Have the Courage, the Will to Lead the Far Left’","Senate Minority Leader Chuck Schumer (D-NY) supported shutting down the federal government ""to feed the far left of his party because he didn't have the courage, the will to lead the far left,"" EPA Administrator Lee Zeldin said during an event with Breitbart …",N/A,N/A
Nov18_Right_post.json,EXCLUSIVE — Son of Hamas Founder Warns Mamdani Is ‘Trojan Horse’ for Red-Green Alliance Seeking to Undermine America from Within,"The son of Hamas’s co-founder delivered a chilling warning about New York City’s socialist mayor-elect, describing Zohran Mamdani as a catastrophic figure who will “only succeed in one thing — burning the castle down” by functioning as a “Trojan horse” for wh…",Isreal-Palestine Conflict,Negative
Nov18_Right_post.json,Sanders: Dems Have to Take Mamdani's Message 'All over This Country',"Tuesday, during MSNBC's election night coverage, Sen. Bernie Sanders (I-VT) said Democrats needed to take socialist New York City Mayor-elect Zohran Mamdani's message ""all over this country."" The post Sanders: Dems Have to Take Mamdani’s Message ‘All over Thi…",Democrat Party Politics,Neutral
Nov18_Right_post.json,DNC Chair: 'No One Gives a Sh*t About' Cultural Issues Anymore,"During CNN’s Election Night coverage on Tuesday, DNC Chair Ken Martin said that the election results that evening show that the Republican Party’s playbook of “running on all these cultural issues,” doesn’t work anymore because “no one gives a shit The post D…",Democrat Party Politics,Neutral
Nov18_Right_post.json,"Suozzi: Raising Taxes, Minimum Wage Is Bad for NY, Do It at National Level","On Monday’s edition of CBS’s “The Takeout,” Rep. Tom Suozzi (D-NY) said that if New York raises taxes on the state or city levels, it will chase people and businesses out and raising the minimum wage would do likewise, and The post Suozzi: Raising Taxes, Mini…",NYC Exodus/Degredation,Negative
