author,content,description,from_json,publishedAt,source.id,source.name,title,url
Elizabeth Weibel,"New York City (NYC) Democrat socialist mayoral candidate Zohran Mamdani vowed that if elected to be the next mayor of the city, he would fight against President Donald Trump and his administration in…","New York City (NYC) Democrat socialist mayoral candidate Zohran Mamdani vowed that if elected to be the next mayor of the city, he would fight against President Donald Trump and his administration in response to threats to stop federal funding from going to t…",Nov18_Right_post.json,2025-11-04T03:14:49Z,breitbart-news,Breitbart News,Socialist Zohran Mamdani Vows to Fight Trump Administration over Trump Funding Threats,https://www.breitbart.com/politics/2025/11/03/zohran-mamdani-vows-fight-trump-administration-trump-funding-threats/
Amy Furr,"New York City mayoral candidate, socialist Zohran Mamdani, appeared to blame President Donald Trump for bomb threats at polling places in New Jersey on Tuesday as voters showed up to cast their ballo…","New York City mayoral candidate, socialist Zohran Mamdani, appeared to blame President Donald Trump for bomb threats at polling places in New Jersey on Tuesday as voters showed up to cast their ballots. The post WATCH: Zohran Mamdani Tries to Blame Trump for …",Nov18_Right_post.json,2025-11-04T19:15:44Z,breitbart-news,Breitbart News,WATCH: Zohran Mamdani Tries to Blame Trump for Election-Day Bomb Threats,https://www.breitbart.com/politics/2025/11/04/watch-nyc-socialist-mamdani-tries-to-blame-trump-for-election-day-bomb-threats/
Jerome Hudson,"Will & Grace star Debra Messing shared a viral meme on Election Day Tuesday, to her 1.4 million Instagram followers, calling newly elected New York City Mayor Zohran Mamdani an “actual Communist …","""Will & Grace"" star Debra Messing shared a viral meme on Election Day Tuesday, to her 1.4 million Instagram followers, calling newly elected New York City Mayor Zohran Mamdani an ""actual Communist Jihadist."" The post Actress Debra Messing Shares Viral Meme Ca…",Nov18_Right_post.json,2025-11-05T14:47:53Z,breitbart-news,Breitbart News,Actress Debra Messing Shares Viral Meme Calling Zohran Mamdani a 'Communist Jihadist',https://www.breitbart.com/entertainment/2025/11/05/actress-debra-messing-shares-viral-meme-calling-zohran-mamdani-a-communist-jihadist/
Matthew Boyle,"Socialist Zohran Mamdani will complete his hostile takeover of the Democrat Party nationally, assuming the polls are right and he is elected mayor of New York City on Tuesday. When the race is called…","Socialist Zohran Mamdani will complete his hostile takeover of the Democrat Party nationally, assuming the polls are right and he is elected mayor of New York City on Tuesday. When the race is called, assuming he wins, Mamdani will have successfully supplante…",Nov18_Right_post.json,2025-11-04T23:45:04Z,breitbart-news,Breitbart News,"*** Election Night LiveWire *** Results in New York, New Jersey, Virginia as Zohran Mamdani Rises to Become Leader of Democrat Party",https://www.breitbart.com/politics/2025/11/04/election-night-livewire-results-in-new-york-new-jersey-virginia-as-zohran-mamdani-rises-to-become-leader-of-democrat-party/
Christian K. Caruzo,"Gustavo Petro, Colombia’s far-left president recently sanctioned by the United States, celebrated the election of socialist Zohran Mamdani as mayor of New York City sharing pictures of his September …","Gustavo Petro, Colombia's far-left president, celebrated the election of socialist Zohran Mamdani as mayor of New York City. The post ‘Very Good, New York’: Colombia’s Marxist President Gustavo Petro Celebrates Mamdani Win appeared first on Breitbart.",Nov18_Right_post.json,2025-11-05T19:20:11Z,breitbart-news,Breitbart News,"'Very Good, New York': Colombia’s Marxist President Gustavo Petro Celebrates Mamdani Win",https://www.breitbart.com/latin-america/2025/11/05/very-good-new-york-colombias-marxist-president-gustavo-petro-celebrates-mamdani-win/
Pam Key,"Friday on CNN’s “The Arena,” Rep. James Clyburn (D-SC) said it was foolish to call New York City Mayor-elect Zohran Mamdani (D) a communist. Host Kasie Hunt said, “So speaking of affordability and D…","Friday on CNN's ""The Arena,"" Rep. James Clyburn (D-SC) said it was foolish to call New York City Mayor-elect Zohran Mamdani (D) a communist. The post Clyburn: Calling Mamdani a Communist Is ‘Foolishness’ appeared first on Breitbart.",Nov18_Right_post.json,2025-11-07T23:46:32Z,breitbart-news,Breitbart News,Clyburn: Calling Mamdani a Communist Is 'Foolishness',https://www.breitbart.com/clips/2025/11/07/clyburn-calling-mamdani-a-communist-is-foolishness/
Alana Mastrangelo,Michael Rapaport slammed Democrat Socialist New York City mayoral frontrunner Zohran Mamdani over his refusal to call on the terrorist group Hamas to lay down their arms. “He is so full of fucking sh…,"Michael Rapaport slammed Democrat Socialist New York City mayoral frontrunner Zohran Mamdani over his refusal to call on the terrorist group Hamas to lay down their arms. ""He is so full of f**king s**t,"" the actor declared. The post Michael Rapaport Slams Zoh…",Nov18_Right_post.json,2025-11-04T17:12:11Z,breitbart-news,Breitbart News,Michael Rapaport Slams Zohran Mamdani Over His Refusal to Condemn Hamas: 'He Is So Full of F**king S**t',https://www.breitbart.com/entertainment/2025/11/04/michael-rapaport-slams-zohran-mamdani-over-his-refusal-to-condemn-hamas-he-is-so-full-of-fking-st/
Warner Todd Huston,"Barstool Sports chief Dave Portnoy says he could not be more relieved that he fled New York City after Tuesday’s election of socialist, Islamist Zohran Mamdani as the Big Apple’s next mayor. On the …",Barstool Sports chief Dave Portnoy says he could not be more relieved that he fled New York City after Tuesday's election of Zohran Mamdani. The post Dave Portnoy Rejoices Over Leaving NYC After Socialist Zohran Mamdani’s Election appeared first on Breitbart.,Nov18_Right_post.json,2025-11-05T20:37:09Z,breitbart-news,Breitbart News,Dave Portnoy Rejoices Over Leaving NYC After Socialist Zohran Mamdani's Election,https://www.breitbart.com/sports/2025/11/05/dave-portnoy-rejoices-over-leaving-nyc-after-socialist-zohran-mamdanis-election/
Jerome Hudson,Music and multimedia mogul 50 Cent is coming out once again against newly-elected New York City Mayor Zohran Mamdani and the socialist’s plans to tax the rich to fund his vast government-backed prior…,Music and multimedia mogul 50 Cent is coming out once again against newly-elected New York City Mayor Zohran Mamdani and the socialist's plans to tax the rich to fund his vast government-backed priorities and to defund the city's police force. The post 50 Ce…,Nov18_Right_post.json,2025-11-07T00:21:51Z,breitbart-news,Breitbart News,"50 Cent Blasts Zohran Mamdani's Plans to Tax the Rich, Defund Police: 'Rest In Peace New York City'",https://www.breitbart.com/entertainment/2025/11/06/50-cent-blasts-zohran-mamdanis-plans-to-tax-the-rich-defund-police-rest-in-peace-new-york-city/
Spencer Neale,"President Donald Trump endorsed the mayoral candidacy of New Yorks former Gov. Andrew Cuomo, a Democrat, on Monday, the night before the election in New York City. In a post to Truth Social, Trump s…",State of the Union: Cuomo earns President Trump’s seal of approval the night before Tuesday’s election. The post Trump Endorses Cuomo for NYC Mayor appeared first on The American Conservative.,Nov18_Right_post.json,2025-11-04T00:57:41Z,the-american-conservative,The American Conservative,Trump Endorses Cuomo for NYC Mayor,https://www.theamericanconservative.com/trump-endorses-cuomo-for-nyc-mayor/
Warner Todd Huston,"The left-wing late-night TV hosts were giddy Wednesday night in celebration of the winning campaign of socialist mayor-elect of New York City, Zohran Mamdani. Late-night hosts Jimmy Kimmel and Steph…","The left-wing late-night TV hosts were giddy Wednesday in celebration of the winning campaign of socialist mayor-elect of New York City, Zohran Mamdani. The post Stephen Colbert, Jimmy Kimmel Celebrate Socialist Zohran Madani’s NYC Mayor Election appeared fir…",Nov18_Right_post.json,2025-11-06T20:12:29Z,breitbart-news,Breitbart News,"Stephen Colbert, Jimmy Kimmel Celebrate Socialist Zohran Madani’s NYC Mayor Election",https://www.breitbart.com/entertainment/2025/11/06/stephen-colbert-jimmy-kimmel-celebrate-socialist-zohran-madanis-nyc-mayor-election/
Neil Munro,"Islamic advocates are gloating over the election of a Muslim immigrant to the mayoralty of New York City. “America’s Mayor is an American Muslim Immigrant,” declared the Pakistani-born lawyer and jo…",Islamic advocates are gloating over the election of a Muslim immigrant to the mayoralty of New York City. The post Muslims Gloat over Zohran Mamdani’s Election Victory: ‘America’s Mayor’ appeared first on Breitbart.,Nov18_Right_post.json,2025-11-05T07:01:30Z,breitbart-news,Breitbart News,Muslims Gloat over Zohran Mamdani's Election Victory: 'America's Mayor',https://www.breitbart.com/economy/2025/11/04/muslims-gloat-mamdami-win-americas-mayor/
Elizabeth Weibel,"Former New York Gov. and New York City mayoral candidate Andrew Cuomo (D) responded to the news that President Donald Trump endorsed him, pointing out that Trump “opposes” Democrat Socialist NYC mayo…","Former New York Gov. and New York City mayoral candidate Andrew Cuomo (D) responded to the news that President Donald Trump endorsed him, pointing out that Trump ""opposes"" Democrat Socialist NYC mayoral candidate Zohran Mamdani more, and believes Mamdani is a…",Nov18_Right_post.json,2025-11-04T20:11:52Z,breitbart-news,Breitbart News,"Andrew Cuomo Distances Himself from Trump Endorsement: POTUS 'Does Not Support Me,' Opposes 'Existential Threat' Mamdani",https://www.breitbart.com/politics/2025/11/04/andrew-cuomo-distances-himself-from-trump-endorsement-potus-does-not-support-me-opposes-existential-threat-mamdani/
Sean Moran,"Alex Soros, the son of leftist billionaire megadonor George Soros, on Tuesday hailed socialist Zohran Mamdani’s election to become the next mayor of New York City. “So proud to be a New Yorker! The …","Alex Soros, the son of leftist billionaire megadonor George Soros, on Tuesday hailed socialist Zohran Mamdani's election to become the next mayor of New York City. The post Billionaire Alex Soros Hails Socialist Zohran Mamdani’s Victory: ‘The American Dream C…",Nov18_Right_post.json,2025-11-05T16:49:54Z,breitbart-news,Breitbart News,Billionaire Alex Soros Hails Socialist Zohran Mamdani's Victory: 'The American Dream Continues',https://www.breitbart.com/politics/2025/11/05/billionaire-alex-soros-hails-socialist-zohran-mamdanis-victory-the-american-dream-continues/
Ian Hanchett,"On Friday’s broadcast of CNN’s “OutFront,” New York Gov. Kathy Hochul (D) stated that she endorsed New York City Mayor-Elect Assemblyman Zohran Mamdani (D) “because I want to have a relationship with…","On Friday’s broadcast of CNN’s “OutFront,” New York Gov. Kathy Hochul (D) stated that she endorsed New York City Mayor-Elect Assemblyman Zohran Mamdani (D) “because I want to have a relationship with…who I thought would be the next mayor of The post Hochul: I…",Nov18_Right_post.json,2025-11-08T01:37:00Z,breitbart-news,Breitbart News,Hochul: I Endorsed Mamdani 'Because I Want to Have a Relationship With' NYC's Mayor,https://www.breitbart.com/clips/2025/11/07/hochul-i-endorsed-mamdani-because-i-want-to-have-a-relationship-with-nycs-mayor/
Ian Hanchett,"During a portion of an interview with PBS aired on Monday’s “PBS NewsHour,” Patrick Gaspard, an informal adviser to the campaign of New York City mayoral candidate Assemblyman Zohran Mamdani, said th…","During a portion of an interview with PBS aired on Monday’s “PBS NewsHour,” Patrick Gaspard, an informal adviser to the campaign of New York City mayoral candidate Assemblyman Zohran Mamdani, said that Mamdani’s (D) views on Israel and Gaza are The post Infor…",Nov18_Right_post.json,2025-11-04T12:02:45Z,breitbart-news,Breitbart News,Informal Mamdani Adviser: His Israel Views Are Crucial to Getting Support,https://www.breitbart.com/clips/2025/11/04/informal-mamdani-adviser-his-israel-views-are-crucial-to-getting-support/
Alana Mastrangelo,"FDNY Commissioner Robert Tucker handed in his resignation on Wednesday, less than 12 hours after Democrat Socialist Zohran Mamdani was announced the winner of New York City’s mayoral election. The f…","FDNY Commissioner Robert Tucker handed in his resignation on Wednesday, less than 12 hours after Democrat Socialist Zohran Mamdani was announced the winner of New York City's mayoral election. The post FDNY Commissioner Hands In Resignation Less than 12 Hours…",Nov18_Right_post.json,2025-11-05T22:22:22Z,breitbart-news,Breitbart News,"FDNY Commissioner Hands In Resignation Less than 12 Hours After Mamdani Win, Other Top Officials Expected to Follow Suit",https://www.breitbart.com/politics/2025/11/05/fdny-commissioner-hands-in-resignation-less-than-12-hours-after-mamdani-win-other-top-officials-expected-to-follow-suit/
Ian Hanchett,"On Friday’s broadcast of HBO’s “Real Time,” host Bill Maher stated that Democrats should be questioned about if they want the party to go in the direction of the democratic socialism pushed by New Yo…","On Friday’s broadcast of HBO’s “Real Time,” host Bill Maher stated that Democrats should be questioned about if they want the party to go in the direction of the democratic socialism pushed by New York City Mayor-Elect Assemblyman Zohran Mamdani (D). The post…",Nov18_Right_post.json,2025-11-08T10:23:42Z,breitbart-news,Breitbart News,Maher: Dems Should Be Questioned on if They Align with Mamdani,https://www.breitbart.com/clips/2025/11/08/maher-dems-should-be-questioned-on-if-they-align-with-mamdani/
Warner Todd Huston,Hollywood legend Jon Voight is calling on President Donald Trump to “terminate” socialist Zohran Mamdani’s mayoral win in New York City to stop the Big Apple from becoming a “socialist crap city.” I…,"Jon Voight is calling on President Donald Trump to ""terminate"" socialist Zohran Mamdani's mayoral win in New York City. The post Jon Voight Urges Trump to ‘Terminate’ Zohran Mamdani’s Election Victory to Stop NYC from Becoming a ‘Socialist Crap City’ appeared…",Nov18_Right_post.json,2025-11-15T13:17:41Z,breitbart-news,Breitbart News,Jon Voight Urges Trump to 'Terminate' Zohran Mamdani's Election Victory to Stop NYC from Becoming a 'Socialist Crap City',https://www.breitbart.com/entertainment/2025/11/15/jon-voight-urges-trump-to-terminate-zohran-mamdanis-election-victory-to-stop-nyc-from-becoming-a-socialist-crap-city/
Hannah Knudsen,"Florida Gov. Ron DeSantis (R) is trolling after New York City’s election of Muslim socialist Zohran Mamdani, asking in an X poll whether the Sunshine State should impose tariffs on fleeing New Yorker…",Florida Gov. Ron DeSantis (R) is trolling after New York City's election of Muslim socialist Zohran Mamdani as mayor. The post Gov. DeSantis Asks If Florida Should Impose Tariffs on Fleeing New Yorkers or Build a Wall appeared first on Breitbart.,Nov18_Right_post.json,2025-11-05T15:47:18Z,breitbart-news,Breitbart News,Gov. DeSantis Asks If Florida Should Impose Tariffs on Fleeing New Yorkers or Build a Wall,https://www.breitbart.com/politics/2025/11/05/gov-desantis-asks-if-florida-should-impose-tariffs-fleeing-new-yorkers-or-build-wall/
Elizabeth Weibel,"President Donald Trump encouraged people in New York City to vote for former New York Gov. Andrew Cuomo (D) in the city’s mayoral election, warning that a vote for NYC Republican mayoral candidate Cu…","President Donald Trump encouraged people in New York City to vote for former New York Gov. Andrew Cuomo (D) in the city's mayoral election, warning that a vote for NYC Republican mayoral candidate Curtis Sliwa is a ""vote for"" socialist Zohran Mamdani, the Dem…",Nov18_Right_post.json,2025-11-04T00:34:38Z,breitbart-news,Breitbart News,"Trump Urges NYC to Vote for Andrew Cuomo, Warns Voting for Curtis Sliwa 'Is a Vote For' Socialist Mamdani",https://www.breitbart.com/politics/2025/11/03/trump-urges-nyc-to-vote-for-andrew-cuomo-warns-voting-for-curtis-sliwa-is-a-vote-for-socialist-mamdani/
Joshua Klein,"The executive director of the Council on American-Islamic Relations (CAIR) Ohio chapter described the election of New York Citys new socialist mayor, Zohran Mamdani, as both a coup against the Democr…","The executive director of the Council on American-Islamic Relations’ (CAIR) Ohio chapter described the election of New York City’s new socialist mayor, Zohran Mamdani, as both a “coup” against the Democratic Party elites and a “referendum” on Palestinian and …",Nov18_Right_post.json,2025-11-12T01:28:15Z,breitbart-news,Breitbart News,"CAIR Ohio Director: Mamdani Victory a ‘Referendum’ on Palestinian Resistance, ‘Coup’ Against Democrat Establishment",https://www.breitbart.com/politics/2025/11/11/cair-ohio-director-mamdani-victory-referendum-palestinian-resistance/
John Carney,"Mamdani Won the Coalition Nobody Expected Zohran Mamdani just pulled off something remarkable in New York City. A few months ago, he was unknown to most New Yorkers and polling in the single digits…",Zohran Mamdani won big because he tapped into something that cuts across traditional class boundaries: a pervasive sense that the fundamental bargain of American economic life has broken down. The post Breitbart Business Digest: What Mamdani’s Victory Reveals…,Nov18_Right_post.json,2025-11-05T22:29:14Z,breitbart-news,Breitbart News,Breitbart Business Digest: What Mamdani’s Victory Reveals About America’s New Class Politics,https://www.breitbart.com/politics/2025/11/05/breitbart-business-digest-what-mamdanis-victory-reveals-about-americas-new-class-politics/
Jeff Poor,"Early Wednesday, following New York City Mayor-elect Zohran Mamdani’s victory speech, CNN contributor Van Jones gave the speech low marks for its rhetoric. Jones said Mamdani “missed an opportunity”…","Early Wednesday, following New York City Mayor-elect Zohran Mamdani's victory speech, CNN contributor Van Jones gave the speech low marks for its rhetoric. The post CNN’s Van Jones: Mamdani ‘Missed an Opportunity’ with Divisive Victory Speech appeared first o…",Nov18_Right_post.json,2025-11-05T20:16:37Z,breitbart-news,Breitbart News,CNN's Van Jones: Mamdani 'Missed an Opportunity' with Divisive Victory Speech,https://www.breitbart.com/clips/2025/11/05/cnns-van-jones-mamdani-missed-an-opportunity-with-divisive-victory-speech/
Joshua Klein,"With Election Day drawing to a close in New York City, veteran Democratic operative Hank Sheinkopf warned that a victory by socialist frontrunner Zohran Mamdani would mark not only the end of Jewish …","With Election Day drawing to a close in New York City, veteran Democratic operative Hank Sheinkopf warned that a victory by socialist frontrunner Zohran Mamdani would mark not only the end of Jewish New York but the hijacking of the Democratic Party’s remains…",Nov18_Right_post.json,2025-11-05T01:29:39Z,breitbart-news,Breitbart News,"Exclusive — Veteran Democratic Operative: Mamdani, Radical DSA Seized Democratic Party 'Carcass'",https://www.breitbart.com/politics/2025/11/04/exclusive-veteran-democratic-operative-mamdani-radical-dsa-seized-democratic-party-carcass/
Jasmyn Jordan,House Majority Whip Tom Emmer told Breitbart News his view of New York City mayor-elect Zohran Mamdanis win reflects a broader shift he believes is underway inside the Democrat Party. Commie Mamdani…,House Majority Whip Tom Emmer told Breitbart News his view of New York City mayor-elect Zohran Mamdani’s win reflects a broader shift he believes is underway inside the Democrat Party. The post Exclusive — Emmer: Mamdani Victory Marks the ‘Death of the Democr…,Nov18_Right_post.json,2025-11-05T04:07:49Z,breitbart-news,Breitbart News,Exclusive — Emmer: Mamdani Victory Marks the ‘Death of the Democrat Party’,https://www.breitbart.com/politics/2025/11/04/exclusive-emmer-mamdani-victory-marks-the-death-of-the-democrat-party/
Frances Martel,"Argentine President Javier Milei issued a message this weekend welcoming New Yorkers seeking to flee Mayor-elect Zohran Mamdani’s socialist agenda to move to his country, recalling the long immigrant…","Argentine President Javier Milei issued a message this weekend welcoming New Yorkers seeking to flee Mayor-elect Zohran Mamdani's socialist agenda to move to his country, recalling the long immigrant-friendly history of the Argentine Republic. The post Javier…",Nov18_Right_post.json,2025-11-10T21:24:59Z,breitbart-news,Breitbart News,Javier Milei Invites New Yorkers Fleeing Socialist Mamdani to Move to Argentina,https://www.breitbart.com/latin-america/2025/11/10/javier-milei-invites-new-yorkers-fleeing-socialist-mamdani-to-move-to-argentina/
Ian Hanchett,"During his closing monologue on Friday’s broadcast of HBO’s “Real Time,” host Bill Maher stated that the Democratic socialism pushed by New York City Mayor-Elect Assemblyman Zohran Mamdani (D), Rep. …","During his closing monologue on Friday’s broadcast of HBO’s “Real Time,” host Bill Maher stated that the Democratic socialism pushed by New York City Mayor-Elect Assemblyman Zohran Mamdani (D), Rep. Alexandria Ocasio-Cortez (D-NY), and Sen. Bernie Sanders (I-…",Nov18_Right_post.json,2025-11-15T10:07:22Z,breitbart-news,Breitbart News,Maher: Single-Payer Healthcare Failed in Bernie's Home State,https://www.breitbart.com/clips/2025/11/15/maher-single-payer-healthcare-failed-in-bernies-home-state/
Nick Gilbertson,"President Donald Trump said Wednesday in Miami, Florida, that America is at a crossroads “between communism and common sense” after radical leftist Zohran Mamdani won the New York City mayoral race, …","President Donald Trump said Wednesday in Miami, Florida, that America is at a crossroads ""between communism and common sense"" after radical leftist Zohran Mamdani won the New York City mayoral race. The post Trump Says America Is at Crossroads of ‘Communism a…",Nov18_Right_post.json,2025-11-05T20:50:19Z,breitbart-news,Breitbart News,Trump Says America Is at Crossroads of 'Communism and Common Sense' After Mamdani's Win,https://www.breitbart.com/politics/2025/11/05/trump-says-america-at-crossroads-communism-common-sense-after-mamdanis-win/
John Carney,"The Professional Precariat Needs Populism Too Its a November morning in New Hampshire. Pat Buchanan is standing among the men and women of a footwear factory, listening to the assembly-line cobblers…",The white collar workers in Brooklyn who elected Zohran Mamdani are experiencing the economic displacement felt by blue collar workers in the Rust Belt three decades ago. They are the natural next chapter of the Make America Great Again coalition. The post Br…,Nov18_Right_post.json,2025-11-07T00:50:45Z,breitbart-news,Breitbart News,Breitbart Business Digest: Brooklyn’s Unaffordable Professional Precincts Are America’s Next Rust Belt,https://www.breitbart.com/economy/2025/11/06/breitbart-business-digest-brooklyns-unaffordable-professional-precincts-are-americas-next-rust-belt/
Katherine Hamilton,"Senate Minority Leader Chuck Schumer (D-NY) supported shutting down the federal government “to feed the far left of his party because he didn’t have the courage, the will to lead the far left,” EPA A…","Senate Minority Leader Chuck Schumer (D-NY) supported shutting down the federal government ""to feed the far left of his party because he didn't have the courage, the will to lead the far left,"" EPA Administrator Lee Zeldin said during an event with Breitbart …",Nov18_Right_post.json,2025-11-10T21:59:13Z,breitbart-news,Breitbart News,"Exclusive -- EPA Administrator Lee Zeldin: Schumer ‘Didn't Have the Courage, the Will to Lead the Far Left’",https://www.breitbart.com/politics/2025/11/10/epa-administrator-lee-zeldin-schumer-didnt-have-the-courage-the-will-to-lead-the-far-left/
Joshua Klein,"The son of Hamass co-founder delivered a chilling warning about New York Citys socialist mayor-elect, describing Zohran Mamdani as a catastrophic figure who will only succeed in one thing burning the…","The son of Hamas’s co-founder delivered a chilling warning about New York City’s socialist mayor-elect, describing Zohran Mamdani as a catastrophic figure who will “only succeed in one thing — burning the castle down” by functioning as a “Trojan horse” for wh…",Nov18_Right_post.json,2025-11-09T05:49:15Z,breitbart-news,Breitbart News,EXCLUSIVE — Son of Hamas Founder Warns Mamdani Is ‘Trojan Horse’ for Red-Green Alliance Seeking to Undermine America from Within,https://www.breitbart.com/politics/2025/11/08/exclusive-son-of-hamas-founder-warns-mamdani-is-trojan-horse-for-red-green-alliance-seeking-to-undermine-america-from-within/
Pam Key,"Tuesday, during MSNBC’s election night coverage, Sen. Bernie Sanders (I-VT) said Democrats needed to take socialist New York City Mayor-elect Zohran Mamdani’s message “all over this country.” Sander…","Tuesday, during MSNBC's election night coverage, Sen. Bernie Sanders (I-VT) said Democrats needed to take socialist New York City Mayor-elect Zohran Mamdani's message ""all over this country."" The post Sanders: Dems Have to Take Mamdani’s Message ‘All over Thi…",Nov18_Right_post.json,2025-11-05T04:41:19Z,breitbart-news,Breitbart News,Sanders: Dems Have to Take Mamdani's Message 'All over This Country',https://www.breitbart.com/clips/2025/11/04/sanders-dems-have-to-take-mamdanis-message-all-over-this-country/
Ian Hanchett,"During CNN’s Election Night coverage on Tuesday, DNC Chair Ken Martin said that the election results that evening show that the Republican Party’s playbook of “running on all these cultural issues,” …","During CNN’s Election Night coverage on Tuesday, DNC Chair Ken Martin said that the election results that evening show that the Republican Party’s playbook of “running on all these cultural issues,” doesn’t work anymore because “no one gives a shit The post D…",Nov18_Right_post.json,2025-11-05T11:51:59Z,breitbart-news,Breitbart News,DNC Chair: 'No One Gives a Sh*t About' Cultural Issues Anymore,https://www.breitbart.com/clips/2025/11/05/dnc-chair-no-one-gives-a-sht-about-cultural-issues-anymore/
Ian Hanchett,"On Monday’s edition of CBS’s “The Takeout,” Rep. Tom Suozzi (D-NY) said that if New York raises taxes on the state or city levels, it will chase people and businesses out and raising the minimum wage…","On Monday’s edition of CBS’s “The Takeout,” Rep. Tom Suozzi (D-NY) said that if New York raises taxes on the state or city levels, it will chase people and businesses out and raising the minimum wage would do likewise, and The post Suozzi: Raising Taxes, Mini…",Nov18_Right_post.json,2025-11-04T12:03:04Z,breitbart-news,Breitbart News,"Suozzi: Raising Taxes, Minimum Wage Is Bad for NY, Do It at National Level",https://www.breitbart.com/clips/2025/11/04/suozzi-raising-taxes-minimum-wage-is-bad-for-ny-do-it-at-national-level/
Hannah Knudsen,"Economic issues are emerging as the most important issue for voters across Virginia, New Jersey, and New York City, ABC News exit polls reveal. In Virginia, where the governor’s race has been called…","Economic issues are emerging as the most important issue for voters across Virginia, New Jersey, and New York City, ABC News exit polls reveal. The post Economic Issues Emerge as Most Important for Voters Across Virginia, New Jersey, NYC appeared first on Bre…",Nov18_Right_post.json,2025-11-05T03:05:36Z,breitbart-news,Breitbart News,"Economic Issues Emerge as Most Important for Voters Across Virginia, New Jersey, NYC",https://www.breitbart.com/politics/2025/11/04/economic-issues-emerge-as-most-important-for-voters-across-virginia-new-jersey-nyc/
Jasmyn Jordan,"Two months after the public assassination of Turning Point USA founder Charlie Kirk, EPA Administrator Lee Zeldin marked the grim anniversary by tying the killing to what he described as a broader pa…","Two months after the public assassination of Turning Point USA founder Charlie Kirk, EPA Administrator Lee Zeldin marked the grim anniversary by tying the killing to what he described as a broader pattern of Democrats embracing their party’s far-left base. Th…",Nov18_Right_post.json,2025-11-11T05:16:35Z,breitbart-news,Breitbart News,"Exclusive— 'Should Never Happen Anywhere in This Country': Zeldin Reflects on 2 Months Since Kirk’s Assassination, Slams Radical Dems",https://www.breitbart.com/politics/2025/11/10/exclusive-zeldin-reflects-2-months-kirk-assassination/
Bradley Jaye,"Rep. Jared Golden (D-ME), one of the most endangered House Democrats of the 2026 cycle, surprised Washington and Maine Wednesday announcing he will not seek reelection. Golden faced a competitive pr…","Rep. Jared Golden (D-ME), one of the most endangered House Democrats of the 2026 cycle, surprised Washington and Maine Wednesday announcing he will not seek reelection. The post Vulnerable Democrat Rep. Jared Golden Abandons Reelection Bid in Maine appeared f…",Nov18_Right_post.json,2025-11-05T21:09:16Z,breitbart-news,Breitbart News,Vulnerable Democrat Rep. Jared Golden Abandons Reelection Bid in Maine,https://www.breitbart.com/politics/2025/11/05/vulnerable-democrat-rep-jared-golden-abandons-reelection-bid-in-maine/
Jasmyn Jordan,"Rep. Elise Stefanik (R-NY), former Chair of the House Republican Conference, officially launched her campaign for governor of New York Friday, framing the race as a fight to rescue the state from wha…","Rep. Elise Stefanik (R-NY), former Chair of the House Republican Conference, officially launched her campaign for governor of New York Friday, framing the race as a fight to rescue the state from what she calls economic collapse and public safety failures und…",Nov18_Right_post.json,2025-11-07T22:05:49Z,breitbart-news,Breitbart News,Elise Stefanik Launches Bid for Governor of New York,https://www.breitbart.com/politics/2025/11/07/elise-stefanik-launches-bid-for-governor-of-new-york/
Nick Gilbertson,"President Donald Trump stated Tuesday night, according to pollsters, that the reasons for Republican losses in the New Jersey and Virginia elections were that he was not leading the ticket, as well a…","President Donald Trump stated Tuesday night, according to pollsters, that the reasons for Republican losses in the New Jersey and Virginia elections were that he was not leading the ticket, as well as the government shutdown. The post Trump: Pollsters Say Tru…",Nov18_Right_post.json,2025-11-05T04:28:48Z,breitbart-news,Breitbart News,"Trump: Pollsters Say Trumpless Ticket, Shutdown Are Reasons for GOP Losses",https://www.breitbart.com/politics/2025/11/04/trump-pollsters-trumpless-ticket-shutdown-reasons-gop-losses/
Hannah Knudsen,"The Council on American-Islamic Relations (CAIR) is extremely heartened by Virginia’s election of Democrat state Sen. Ghazala Hashmi as the state’s first female Muslim lieutenant governor, deeming th…","The Council on American-Islamic Relations (CAIR) is extremely heartened by Virginia's election of Democrat state Sen. Ghazala Hashmi as the state's first female Muslim lieutenant governor, deeming this ""historic."" The post CAIR Celebrates ‘History’ of Ghazala…",Nov18_Right_post.json,2025-11-05T16:37:30Z,breitbart-news,Breitbart News,CAIR Celebrates 'History' of Ghazala Hashmi Elected as First Muslim Female Lt. Governor of Virginia,https://www.breitbart.com/politics/2025/11/05/cair-celebrates-history-of-ghazala-hashmi-elected-as-first-muslim-female-lt-governor-of-virginia/
Ian Hanchett,"During his closing monologue on Friday’s broadcast of HBO’s “Real Time,” host Bill Maher stated that Gen Z has embraced and “Democrats are thinking of following” socialism that has brought ruin in pl…","During his closing monologue on Friday’s broadcast of HBO’s “Real Time,” host Bill Maher stated that Gen Z has embraced and “Democrats are thinking of following” socialism that has brought ruin in places like Venezuela and mocked the idea that The post Maher:…",Nov18_Right_post.json,2025-11-15T10:07:19Z,breitbart-news,Breitbart News,"Maher: Gen Z Embraced, Dems 'Thinking of Following' Same Policies that Ruined Venezuela",https://www.breitbart.com/clips/2025/11/15/maher-gen-z-embraced-dems-thinking-of-following-same-policies-that-ruined-venezuela/
