from_json,title,description,Topic Label
Nov18_Right_post.json,NYC Mayor-Elect Zohran Mamdani to Call Trump: Relationship 'Will Be Critical to the Success' of the City,"New York City (NYC) Mayor-Elect Zohran Mamdani explained that the relationship he has with President Donald ""will be critical to the success"" of the city, and added that he plans to call Trump before taking office. The post NYC Mayor-Elect Zohran Mamdani to C…",Trump
Nov18_Right_post.json,Report: NYC Mayor-Elect Zohran Mamdani's Chief Adviser Wants Social Workers Responding to 911 Calls,New York City Mayor-Elect Zohran Mamdani's long-time chief adviser reportedly wants to make huge changes to policing in the Big Apple. The post Report: NYC Mayor-Elect Zohran Mamdani’s Chief Adviser Wants Social Workers Responding to 911 Calls appeared first …,Mayoral Election (analysis)
Nov18_Right_post.json,Exclusive -- Michael Whatley: Zohran Mamdani's Ideas Will 'Run New York into the Dirt',"Socialist mayoral candidate Zohran Mamdani and his ideas will ""run New York into the dirt,"" North Carolina Senate candidate Michael Whatley said during a discussion on Breitbart News Daily. The post Exclusive — Michael Whatley: Zohran Mamdani’s Ideas Will ‘Ru…",NYC Exodus/Degredation
Nov18_Right_post.json,"DNC Chair: GOP Can Keep Comparing Dems to Mamdani, People Don't Care","On Wednesday’s broadcast of MSNBC’s “The Weeknight,” DNC Chair Ken Martin stated that he welcomes Republicans attacking New York City Mayor-Elect Assemblyman Zohran Mamdani (D) “the way they have.” And said the GOP can keep comparing Democratic candidates to …",Gossip
Nov18_Right_post.json,GOP Lawmaker Proposes ‘MAMDANI Act’ to Block Federal Funds to NYC after Election of Socialist Mayor,A House Republican lawmaker is set to propose a bill that would block federal funds to New York City for as long as democratic socialist Zohran Mamdani is mayor. The post GOP Lawmaker Proposes ‘MAMDANI Act’ to Block Federal Funds to NYC after Election of Soc…,Mayoral Election (analysis)
Nov18_Right_post.json,Developer: Florida Real Estate Surges as New Yorkers 'Nervous' About Socialist Zohran Mamdani,"The real estate business in South Florida is booming with residents of New York City looking to relocate as the political climate in the Big Apple appears to be taking a hard left turn, a developer told Fox Business. The post Developer: Florida Real Estate Su…",NYC Exodus/Degredation
Nov18_Right_post.json,Comedian Tim Dillon Says He's Prepared to 'Leave' New York if 'Theater Kid' Zohran Mamdani's Policies Fail,"Tim Dillon addressed the lawlessness that people believe will transpire with Mamdani as the Mayor of New York City, saying, ""Here's my attitude with this guy, there's a lot to not like, but if it doesn't work, I will just leave, because I don't care."" The pos…",NYC Exodus/Degredation
Nov18_Right_post.json,EPA Administrator Lee Zeldin: NYC Is Going to Have to 'Survive' Reign of Mamdani,"New York City is going to have to ""survive"" the reign of Muslim socialist mayor-elect Zohran Mamdani, EPA Administrator Lee Zeldin said. The post EPA Administrator Lee Zeldin: NYC Is Going to Have to ‘Survive’ Reign of Mamdani appeared first on Breitbart.",NYC Exodus/Degredation
Nov18_Right_post.json,ADL launches ‘Mamdani Monitor’ to track NYC Mayor-elect Zohran Mamdani over antisemitism concerns,"The ADL’s new “Mamdani Monitor"" targets Mayor-elect Zohran Mamdani over antisemitism concerns, but some Jewish groups say the move is unfair.",Isreal-Palestine Conflict
Nov18_Right_post.json,New MAMDANI Act would block federal funds to NYC after socialist's inauguration,GOP Rep. Buddy Carter introduced the MAMDANI Act to block federal funding to New York City while socialist Zohran Mamdani serves as mayor after his election victory.,Mayoral Election (analysis)
Nov18_Right_post.json,UK politician campaigning for Zohran Mamdani prompts foreign meddling accusations,Republicans blast NYC mayor candidate Zohran Mamdani after Jeremy Corbyn joined his campaign phone-banking event.,Mayoral Election (analysis)
Nov18_Right_post.json,Trump asserts that any Jewish person who votes for 'self professed Jew hater' Mamdani is 'a stupid person',"President Donald Trump asserted that any Jewish individuals who vote for Big Apple Democratic mayoral candidate Zohran Mamdani are ""stupid.""",Isreal-Palestine Conflict
Nov18_Right_post.json,Top Democrat lawmaker compares socialist Zohran Mamdani to FDR,"Progressive Rep. Jamie Raskin compares NYC mayoral candidate Zohran Mamdani to FDR in a new video, calling him a 'democratic socialist' with 'Rooseveltian ambition.'",Gossip
Nov18_Right_post.json,Republicans push to make Mamdani the new face of the Democratic Party,"Republicans attack NYC's new socialist mayor-elect Zohran Mamdani, using his victory to target Democrats in upcoming midterm elections nationwide.",Democrat Party Politics
Nov18_Right_post.json,ADL chief warns NYC mayor-elect Zohran Mamdani poses a 'clear and present danger' to Jewish community,"ADL warns NYC's new mayor Zohran Mamdani poses danger to Jewish community, launches accountability measures after controversial election victory.",Isreal-Palestine Conflict
Nov18_Right_post.json,Mamdani Says We Will Prove 'There Is No Problem Too Large for Government to Solve',"Wednesday on “The Alex Marlow Show,” host and Breitbart Editor-in-Chief Alex Marlow discussed Tuesday’s elections and Zohran Mamdani’s victory speech. Marlow said, “The government’s going to solve your problems, that is the goal, … government tends to create …",Mayoral Election (analysis)
Nov18_Right_post.json,"Celebrities praise Zohran Mamdani in NYC victory, as others slam the mayoral-elect as 'fraud class'",Zohran Mamdani's NYC mayoral win sparks Hollywood reactions. Celebrities like Cynthia Nixon celebrate while others criticize the progressive Democrat's victory.,Gossip
Nov18_Right_post.json,Cuomo warns of Dem 'civil war' as NYC mayoral rivals cast their votes on consequential Election Day,Democratic socialist Zohran Mamdani faces former Gov. Andrew Cuomo in the New York City mayoral election amid threats of federal funding cuts from President Donald Trump.,Democrat Party Politics
Nov18_Right_post.json,Mamdani says he won't be intimidated by any Trump threats about deploying National Guard,Mayor-elect Zohran Mamdani tells George Stephanopoulos he would use courts to challenge any of President Donald Trump's National Guard deployment plans.,Trump
Nov18_Right_post.json,Trump says Mamdani meeting in the works: 'We'll work something out',President Donald Trump announced a potential White House meeting with NYC Mayor-elect Zohran Mamdani despite threats to cut federal funding.,Trump
Nov18_Right_post.json,Mamdani tells MSNBC ‘I support BDS’ after saying he will be the mayor for every Jewish New Yorker,New York City mayor candidate Zohran Mamdani told MSNBC he supports BDS to pressure Israel's compliance with international law while promising to represent all New Yorkers as mayor.,Isreal-Palestine Conflict
Nov18_Right_post.json,White House slams Mamdani's 'completely irresponsible' comments linking Trump to threats against voters,"The White House called Zohran Mamdani's remarks ""irresponsible"" after he linked the Trump administration to bomb threats against New Jersey polling places.",Trump
Nov18_Right_post.json,Karine Jean-Pierre accuses Democratic leaders of ignoring voters by not endorsing Mamdani,Former White House press secretary Karine Jean-Pierre criticized Democratic Party leadership for not endorsing New York City Mayor-elect Zohran Mamdani.,Democrat Party Politics
Nov18_Right_post.json,AOC pushes back after GOP lawmaker calls Mamdani’s Arabic campaigning a ‘humiliation’,Rep. Alexandria Ocasio-Cortez responded to a post in which Rep. Brandon Gill took issue with New York City mayoral candidate Zohran Mamdani campaigning in Arabic,Racism
Nov18_Right_post.json,Heir to billionaire Soros fortune cheers Mamdani election with penthouse photo,"Alex Soros celebrates Democratic socialist Zohran Mamdani's mayoral election victory, calling it the continuation of the American dream in a social media post.",Gossip
